R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_wins,B_losses,B_draw,R_wins,R_losses,R_draw,B_Stance,R_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Alex Chambers,Kailin Curran,Steve Perceval,05/09_2015,"Adelaide, South Australia, Australia",Red,False,WomenStrawweight,0,1,0,0,1,0,Orthodox,Southpaw,162.56,165.1,115.0,160.02,160.02,115.0,24.0,36.0
Alptekin Ozkilic,Ben Nguyen,Greg Kleynjans,05/09_2015,"Adelaide, South Australia, Australia",Blue,False,Flyweight,0,0,0,1,2,0,Switch,Orthodox,165.1,165.1,125.0,165.1,165.1,125.0,26.0,29.0
Vik Grujic,Brendan O'Reilly,John Sharp,05/09_2015,"Adelaide, South Australia, Australia",Blue,False,Welterweight,0,1,0,1,2,0,Orthodox,Orthodox,170.18,175.26,170.0,180.34,185.42,170.0,27.0,38.0
Demetrious Johnson,Kyoji Horiguchi,Yves Lavigne,04/25_2015,"Montreal, Quebec, Canada",Red,True,Flyweight,4,0,0,9,2,0,Orthodox,Orthodox,165.1,167.64,125.0,160.02,167.64,125.0,24.0,28.0
Patrick Cote,Joe Riggs,Marc Goddard,04/25_2015,"Montreal, Quebec, Canada",Red,False,Welterweight,4,5,0,7,9,0,Southpaw,Orthodox,182.88,177.8,185.0,180.34,190.5,170.0,32.0,35.0
John Makdessi,Shane Campbell,Philippe Chartier,04/25_2015,"Montreal, Quebec, Canada",Red,False,CatchWeight,0,0,0,5,3,0,Orthodox,Orthodox,182.88,180.34,155.0,172.72,172.72,155.0,28.0,29.0
Michael Bisping,CB Dollaway,Jerin Valel,04/25_2015,"Montreal, Quebec, Canada",Red,False,Middleweight,9,6,0,15,7,0,Orthodox,Orthodox,187.96,193.04,185.0,185.42,190.5,185.0,31.0,36.0
Yves Jabouin,Thomas Almeida,Yves Lavigne,04/25_2015,"Montreal, Quebec, Canada",Blue,False,Bantamweight,1,0,0,5,3,0,Southpaw,Orthodox,170.18,177.8,145.0,170.18,172.72,135.0,23.0,35.0
Quinton Jackson,Fabio Maldonado,Marc Goddard,04/25_2015,"Montreal, Quebec, Canada",Red,False,CatchWeight,5,4,0,7,5,0,Orthodox,Orthodox,185.42,190.5,205.0,185.42,185.42,205.0,35.0,36.0
Chad Laprise,Bryan Barberena,Philippe Chartier,04/25_2015,"Montreal, Quebec, Canada",Red,False,Lightweight,1,0,0,2,0,0,Southpaw,Orthodox,182.88,182.88,170.0,177.8,180.34,170.0,25.0,28.0
Alexis Davis,Sarah Kaufman,Jerin Valel,04/25_2015,"Montreal, Quebec, Canada",Red,False,WomenBantamweight,1,1,0,3,1,0,Orthodox,Orthodox,165.1,167.64,135.0,167.64,172.72,135.0,29.0,30.0
Nordine Taleb,Chris Clements,Marc Goddard,04/25_2015,"Montreal, Quebec, Canada",Red,False,Welterweight,2,2,0,2,0,0,Orthodox,Orthodox,177.8,177.8,170.0,185.42,187.96,170.0,39.0,33.0
Randa Markos,Aisling Daly,Philippe Chartier,04/25_2015,"Montreal, Quebec, Canada",Red,False,WomenStrawweight,1,0,0,0,1,0,Orthodox,Orthodox,157.48000000000002,162.56,115.0,162.56,160.02,115.0,27.0,29.0
Jim Miller,Beneil Dariush,Vitor Ribeiro,04/18_2015,"Newark, New Jersey, USA",Blue,False,Lightweight,4,1,0,13,5,0,Southpaw,Southpaw,177.8,182.88,155.0,172.72,180.34,155.0,25.0,31.0
Jacare Souza,Chris Camozzi,Dan Miragliotta,04/18_2015,"Newark, New Jersey, USA",Red,False,Middleweight,6,6,0,4,0,0,Orthodox,Orthodox,187.96,190.5,185.0,185.42,182.88,185.0,28.0,35.0
Ovince Saint Preux,Patrick Cummins,Dan Miragliotta,04/18_2015,"Newark, New Jersey, USA",Red,False,LightHeavyweight,3,1,0,5,1,0,Orthodox,Southpaw,187.96,193.04,205.0,190.5,203.2,205.0,34.0,32.0
Takeya Mizugaki,Aljamain Sterling,Gasper Oliver,04/18_2015,"Newark, New Jersey, USA",Blue,False,Bantamweight,2,0,0,7,3,0,Orthodox,Orthodox,170.18,180.34,135.0,170.18,175.26,135.0,25.0,31.0
Lyoto Machida,Luke Rockhold,Keith Peterson,04/18_2015,"Newark, New Jersey, USA",Blue,False,Middleweight,3,1,0,14,5,0,Southpaw,Southpaw,190.5,195.58,205.0,185.42,187.96,185.0,30.0,36.0
Cub Swanson,Max Holloway,Gasper Oliver,04/18_2015,"Newark, New Jersey, USA",Blue,False,Featherweight,8,3,0,6,2,0,Orthodox,Orthodox,180.34,175.26,145.0,172.72,177.8,145.0,23.0,31.0
Corey Anderson,Gian Villante,Liam Kerrigan,04/18_2015,"Newark, New Jersey, USA",Blue,False,LightHeavyweight,2,2,0,2,0,0,Orthodox,Orthodox,190.5,193.04,230.0,190.5,200.66,205.0,29.0,25.0
Felice Herrig,Paige VanZant,Vitor Ribeiro,04/18_2015,"Newark, New Jersey, USA",Blue,False,WomenStrawweight,1,0,0,1,0,0,Orthodox,Orthodox,162.56,165.1,115.0,162.56,165.1,115.0,21.0,30.0
Eddie Gordon,Chris Dempsey,Liam Kerrigan,04/18_2015,"Newark, New Jersey, USA",Blue,False,Middleweight,0,1,0,1,1,0,Orthodox,Orthodox,177.8,182.88,185.0,182.88,193.04,185.0,27.0,31.0
George Sullivan,Tim Means,Keith Peterson,04/18_2015,"Newark, New Jersey, USA",Blue,False,Welterweight,5,3,0,2,0,0,Orthodox,Orthodox,187.96,190.5,170.0,182.88,185.42,170.0,31.0,34.0
Diego Brandao,Jimy Hettes,Dan Miragliotta,04/18_2015,"Newark, New Jersey, USA",Red,False,Featherweight,3,2,0,4,3,0,Southpaw,Orthodox,175.26,180.34,145.0,170.18,162.56,145.0,27.0,27.0
Joanne Calderwood,Maryna Moroz,Lukasz Bosacki,04/11_2015,"Krakow, Poland",Blue,False,WomenStrawweight,0,0,0,1,0,0,Orthodox,Orthodox,170.18,170.18,125.0,167.64,165.1,125.0,23.0,29.0
Jimi Manuwa,Jan Blachowicz,Marc Goddard,04/11_2015,"Krakow, Poland",Red,False,LightHeavyweight,1,0,0,3,1,0,Orthodox,Orthodox,187.96,198.12,205.0,185.42,200.66,205.0,32.0,35.0
Damian Stasiak,Yaotzin Meza,Leon Roberts,04/11_2015,"Krakow, Poland",Blue,False,Featherweight,1,3,0,0,0,0,Orthodox,Orthodox,175.26,180.34,145.0,165.1,177.8,135.0,34.0,25.0
Pawel Pawlak,Sheldon Westcott,Grant Waterman,04/11_2015,"Krakow, Poland",Red,False,Welterweight,0,1,0,0,1,0,Southpaw,Orthodox,185.42,180.34,170.0,182.88,185.42,170.0,30.0,26.0
Bartosz Fabinski,Garreth McLellan,Marc Goddard,04/11_2015,"Krakow, Poland",Red,False,Middleweight,0,0,0,0,0,0,Southpaw,Orthodox,185.42,182.88,185.0,182.88,190.5,170.0,32.0,28.0
Sergio Moraes,Mickael Lebout,Marc Goddard,04/11_2015,"Krakow, Poland",Red,False,Welterweight,0,0,0,2,1,0,Orthodox,Orthodox,180.34,185.42,155.0,182.88,182.88,170.0,27.0,32.0
Seth Baczynski,Leon Edwards,Grant Waterman,04/11_2015,"Krakow, Poland",Blue,False,Welterweight,0,1,0,5,5,0,Southpaw,Orthodox,187.96,187.96,170.0,190.5,190.5,170.0,23.0,33.0
Gabriel Gonzaga,Mirko Filipovic,Leon Roberts,04/11_2015,"Krakow, Poland",Blue,False,Heavyweight,4,6,0,11,8,0,Southpaw,Orthodox,187.96,185.42,230.0,187.96,193.04,242.0,40.0,35.0
Daniel Omielanczuk,Anthony Hamilton,Marc Goddard,04/11_2015,"Krakow, Poland",Blue,False,Heavyweight,1,2,0,1,1,0,Orthodox,Southpaw,195.58,193.04,260.0,182.88,187.96,247.0,34.0,32.0
Jorge Masvidal,Al Iaquinta,Keith Peterson,04/04_2015,"Fairfax, Virginia, USA",Blue,False,Lightweight,6,2,0,5,1,0,Orthodox,Orthodox,177.8,177.8,155.0,180.34,187.96,170.0,27.0,30.0
Chad Mendes,Ricardo Lamas,Dan Miragliotta,04/04_2015,"Fairfax, Virginia, USA",Red,False,Featherweight,6,1,0,7,2,0,Orthodox,Orthodox,172.72,180.34,145.0,167.64,167.64,145.0,32.0,29.0
Gray Maynard,Alexander Yakovlev,Dan Miragliotta,04/04_2015,"Fairfax, Virginia, USA",Blue,False,Lightweight,0,2,0,9,6,0,Southpaw,Orthodox,190.5,187.96,155.0,175.26,177.8,155.0,30.0,35.0
Michael Chiesa,Mitch Clarke,Dan Miragliotta,04/04_2015,"Fairfax, Virginia, USA",Red,False,Lightweight,2,2,0,4,2,0,Orthodox,Southpaw,177.8,185.42,155.0,185.42,190.5,170.0,29.0,27.0
Clay Guida,Robert Peralta,Mike King,04/04_2015,"Fairfax, Virginia, USA",Red,False,Featherweight,4,3,0,11,9,0,Orthodox,Orthodox,172.72,180.34,145.0,170.18,177.8,155.0,29.0,33.0
Dustin Poirier,Diego Ferreira,Todd McGovern,04/04_2015,"Fairfax, Virginia, USA",Red,False,Lightweight,2,1,0,8,3,0,Orthodox,Southpaw,175.26,187.96,155.0,175.26,182.88,155.0,30.0,26.0
Shamil Abdurakhimov,Timothy Johnson,Mike King,04/04_2015,"Fairfax, Virginia, USA",Blue,False,Heavyweight,0,0,0,0,0,0,Southpaw,Orthodox,190.5,195.58,265.0,190.5,193.04,235.0,30.0,33.0
Liz Carmouche,Lauren Murphy,Keith Peterson,04/04_2015,"Fairfax, Virginia, USA",Red,False,WomenBantamweight,0,1,0,1,3,0,Orthodox,Orthodox,165.1,170.18,125.0,167.64,167.64,125.0,31.0,31.0
Leonardo Santos,Anthony Rocco Martin,John McCarthy,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Lightweight,1,2,0,2,1,0,Orthodox,Orthodox,182.88,185.42,170.0,182.88,190.5,155.0,25.0,35.0
Godofredo Pepey,Andre Fili,Eduardo Herdy,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Featherweight,2,1,0,3,3,0,Orthodox,Orthodox,180.34,187.96,145.0,170.18,185.42,145.0,24.0,27.0
Gilbert Burns,Alex Oliveira,Osiris Maia,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Lightweight,0,0,0,2,0,0,Orthodox,Orthodox,180.34,193.04,170.0,177.8,180.34,170.0,27.0,28.0
Francisco Trinaldo,Akbarh Arreola,John McCarthy,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Lightweight,1,1,0,5,3,0,Southpaw,Southpaw,177.8,180.34,155.0,175.26,177.8,155.0,32.0,36.0
Demian Maia,Ryan LaFlare,John McCarthy,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Welterweight,4,0,0,13,6,0,Southpaw,Southpaw,185.42,187.96,170.0,185.42,182.88,170.0,31.0,37.0
Edimilson Souza,Katsunori Kikuno,Osiris Maia,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Featherweight,2,1,0,2,0,0,Orthodox,Orthodox,172.72,167.64,145.0,182.88,187.96,145.0,33.0,30.0
Erick Silva,Josh Koscheck,Mario Yamasaki,03/21_2015,"Rio de Janeiro, Brazil",Red,False,Welterweight,15,9,0,5,4,0,Orthodox,Orthodox,177.8,185.42,170.0,182.88,187.96,170.0,37.0,30.0
Leandro Silva,Drew Dober,Eduardo Herdy,03/21_2015,"Rio de Janeiro, Brazil",Draw,False,Lightweight,1,2,0,1,2,0,Southpaw,Orthodox,172.72,177.8,155.0,175.26,182.88,155.0,26.0,29.0
Johny Hendricks,Matt Brown,Kerry Hatley,03/14_2015,"Dallas, Texas, USA",Red,False,Welterweight,12,6,0,11,3,0,Orthodox,Southpaw,182.88,190.5,170.0,175.26,175.26,185.0,34.0,31.0
Carla Esparza,Joanna Jedrzejczyk,Don Turnage,03/14_2015,"Dallas, Texas, USA",Blue,True,WomenStrawweight,2,0,0,1,0,0,Orthodox,Orthodox,167.64,165.1,115.0,154.94,160.02,115.0,27.0,27.0
Ross Pearson,Sam Stout,Dan Miragliotta,03/14_2015,"Dallas, Texas, USA",Red,False,Lightweight,9,9,0,8,6,0,Orthodox,Orthodox,175.26,177.8,155.0,172.72,175.26,155.0,30.0,30.0
Chris Cariaso,Henry Cejudo,Herb Dean,03/14_2015,"Dallas, Texas, USA",Blue,False,Flyweight,1,0,0,7,4,0,Orthodox,Southpaw,162.56,162.56,135.0,160.02,162.56,125.0,28.0,33.0
Roy Nelson,Alistair Overeem,Herb Dean,03/14_2015,"Dallas, Texas, USA",Blue,False,Heavyweight,3,3,0,7,6,0,Orthodox,Orthodox,193.04,203.2,265.0,182.88,185.42,263.0,34.0,38.0
Anthony Pettis,Rafael Dos Anjos,Dan Miragliotta,03/14_2015,"Dallas, Texas, USA",Blue,True,Lightweight,12,5,0,5,1,0,Southpaw,Orthodox,172.72,177.8,155.0,177.8,182.88,155.0,30.0,28.0
Daron Cruickshank,Beneil Dariush,Don Turnage,03/14_2015,"Dallas, Texas, USA",Blue,False,Lightweight,3,1,0,6,4,0,Southpaw,Switch,177.8,182.88,155.0,172.72,182.88,155.0,25.0,29.0
Sergio Pettis,Ryan Benoit,Kerry Hatley,03/14_2015,"Dallas, Texas, USA",Blue,False,Flyweight,0,1,0,3,1,0,Orthodox,Orthodox,165.1,172.72,125.0,167.64,175.26,125.0,25.0,21.0
Jake Ellenberger,Josh Koscheck,Jerin Valel,02/28_2015,"Los Angeles, California, USA",Red,False,Welterweight,15,8,0,8,5,0,Orthodox,Orthodox,177.8,185.42,170.0,175.26,180.34,170.0,37.0,29.0
Dhiego Lima,Tim Means,Herb Dean,02/28_2015,"Los Angeles, California, USA",Blue,False,Welterweight,4,3,0,1,1,0,Orthodox,Orthodox,187.96,190.5,170.0,187.96,190.5,170.0,31.0,26.0
Mark Munoz,Roan Carneiro,Jerin Valel,02/28_2015,"Los Angeles, California, USA",Blue,False,Middleweight,2,3,0,8,5,0,Orthodox,Orthodox,180.34,193.04,170.0,182.88,180.34,185.0,36.0,37.0
Tony Ferguson,Gleison Tibau,Herb Dean,02/28_2015,"Los Angeles, California, USA",Red,False,Lightweight,16,8,0,7,1,0,Southpaw,Orthodox,177.8,180.34,155.0,180.34,193.04,155.0,31.0,31.0
Ronda Rousey,Cat Zingano,John McCarthy,02/28_2015,"Los Angeles, California, USA",Red,True,WomenBantamweight,2,0,0,4,0,0,Southpaw,Orthodox,167.64,172.72,145.0,170.18,167.64,135.0,32.0,28.0
Raquel Pennington,Holly Holm,Herb Dean,02/28_2015,"Los Angeles, California, USA",Blue,False,WomenBantamweight,0,0,0,2,1,0,Southpaw,Orthodox,172.72,175.26,135.0,170.18,170.18,135.0,33.0,26.0
James Krause,Valmir Lazaro,John McCarthy,02/28_2015,"Los Angeles, California, USA",Blue,False,Lightweight,0,1,0,2,2,0,Orthodox,Orthodox,182.88,185.42,155.0,187.96,185.42,170.0,29.0,28.0
Alan Jouban,Richard Walsh,John McCarthy,02/28_2015,"Los Angeles, California, USA",Red,False,Welterweight,1,1,0,1,1,0,Orthodox,Southpaw,182.88,185.42,170.0,182.88,185.42,170.0,26.0,33.0
Derrick Lewis,Ruan Potts,Jerin Valel,02/28_2015,"Los Angeles, California, USA",Red,False,Heavyweight,0,2,0,2,1,0,Orthodox,Orthodox,187.96,190.5,247.0,190.5,200.66,260.0,37.0,30.0
Cezar Ferreira,Sam Alvey,Mario Yamasaki,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Middleweight,1,1,0,4,1,0,Southpaw,Southpaw,187.96,190.5,205.0,185.42,198.12,185.0,28.0,30.0
Santiago Ponzinibbio,Sean Strickland,Wernei Cardoso,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Red,False,Welterweight,2,0,0,1,1,0,Orthodox,Orthodox,185.42,193.04,185.0,182.88,185.42,170.0,23.0,28.0
Iuri Alcantara,Frankie Saenz,Mario Yamasaki,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Bantamweight,1,0,0,6,3,0,Orthodox,Southpaw,167.64,167.64,135.0,175.26,180.34,135.0,34.0,34.0
Antonio Silva,Frank Mir,Mario Yamasaki,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Heavyweight,14,9,0,2,4,0,Southpaw,Orthodox,190.5,200.66,264.0,193.04,208.28,264.0,35.0,35.0
Rustam Khabilov,Adriano Martins,Leon Roberts,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Lightweight,2,1,0,3,1,0,Southpaw,Orthodox,177.8,182.88,155.0,172.72,185.42,155.0,32.0,28.0
Jessica Andrade,Marion Reneau,Camila Albuquerque,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,WomenBantamweight,1,0,0,3,1,0,Orthodox,Orthodox,167.64,172.72,135.0,154.94,157.48,115.0,37.0,23.0
Edson Barboza,Michael Johnson,Leon Roberts,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Lightweight,7,4,0,9,2,0,Southpaw,Orthodox,177.8,185.42,155.0,180.34,190.5,145.0,28.0,29.0
William Macario,Matt Dwyer,Wernei Cardoso,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Welterweight,0,1,0,1,2,0,Orthodox,Orthodox,193.04,193.04,170.0,180.34,190.5,170.0,25.0,23.0
Tiago dos Santos e Silva,Mike de la Torre,Leon Roberts,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Blue,False,Featherweight,0,2,0,1,0,0,Orthodox,Orthodox,180.34,180.34,145.0,175.26,177.8,145.0,28.0,27.0
Douglas Silva de Andrade,Cody Gibson,Camila Albuquerque,02/22_2015,"Porto Alegre, Rio Grande do Sul, Brazil",Red,False,Bantamweight,1,2,0,0,1,0,Orthodox,Orthodox,177.8,180.34,135.0,170.18,172.72,145.0,27.0,29.0
Michel Prazeres,Kevin Lee,Tim Mills,02/14_2015,"Broomfield, Colorado, USA",Blue,False,Lightweight,2,1,0,2,1,0,Orthodox,Orthodox,175.26,195.58,170.0,167.64,170.18,170.0,22.0,33.0
Benson Henderson,Brandon Thatch,Herb Dean,02/14_2015,"Broomfield, Colorado, USA",Red,False,Welterweight,2,0,0,9,3,0,Switch,Southpaw,187.96,187.96,170.0,175.26,177.8,170.0,29.0,31.0
Ray Borg,Chris Kelades,Adam Martinez,02/14_2015,"Broomfield, Colorado, USA",Red,False,Flyweight,1,0,0,1,1,0,Orthodox,Orthodox,170.18,172.72,125.0,162.56,160.02,135.0,33.0,21.0
Chas Skelly,Jim Alers,Tim Mills,02/14_2015,"Broomfield, Colorado, USA",Red,False,Featherweight,1,0,0,2,1,0,Orthodox,Orthodox,175.26,180.34,145.0,180.34,182.88,145.0,28.0,29.0
Neil Magny,Kiichi Kunimoto,Herb Dean,02/14_2015,"Broomfield, Colorado, USA",Red,False,Welterweight,3,0,0,6,2,0,Orthodox,Orthodox,177.8,180.34,170.0,190.5,203.2,170.0,33.0,27.0
Max Holloway,Cole Miller,Adam Martinez,02/14_2015,"Broomfield, Colorado, USA",Red,False,Featherweight,10,6,0,7,3,0,Orthodox,Orthodox,185.42,185.42,145.0,180.34,175.26,145.0,30.0,23.0
James Moontasri,Cody Pfister,Don Thais,02/14_2015,"Broomfield, Colorado, USA",Red,False,Lightweight,0,0,0,0,1,0,Orthodox,Switch,177.8,185.42,155.0,177.8,180.34,170.0,24.0,26.0
Zach Makovsky,Tim Elliott,Tom Johnson,02/14_2015,"Broomfield, Colorado, USA",Red,False,Flyweight,2,3,0,2,1,0,Southpaw,Southpaw,170.18,167.64,125.0,162.56,162.56,125.0,28.0,31.0
Ed Herman,Derek Brunson,Mark Smith,01/31_2015,"Las Vegas, Nevada, USA",Blue,False,Middleweight,3,1,0,9,7,0,Southpaw,Orthodox,185.42,195.58,185.0,185.42,195.58,205.0,31.0,34.0
Joe Lauzon,Al Iaquinta,Marc Goddard,01/31_2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,5,2,0,11,6,0,Orthodox,Orthodox,177.8,177.8,155.0,177.8,180.34,155.0,27.0,30.0
Jordan Mein,Thiago Alves,Herb Dean,01/31_2015,"Las Vegas, Nevada, USA",Blue,False,Welterweight,12,6,0,3,1,0,Orthodox,Orthodox,175.26,177.8,170.0,182.88,185.42,170.0,31.0,25.0
Tyron Woodley,Kelvin Gastelum,Herb Dean,01/31_2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,5,0,0,4,2,0,Southpaw,Orthodox,175.26,180.34,185.0,175.26,187.96,170.0,23.0,32.0
Ian McCall,John Lineker,John McCarthy,01/31_2015,"Las Vegas, Nevada, USA",Blue,False,Flyweight,5,2,0,2,3,0,Orthodox,Orthodox,160.02,170.18,135.0,165.1,162.56,125.0,24.0,30.0
Anderson Silva,Nick Diaz,John McCarthy,01/31_2015,"Las Vegas, Nevada, USA",Draw,False,Middleweight,7,6,0,16,2,0,Southpaw,Southpaw,185.42,193.04,185.0,187.96,195.58,185.0,31.0,39.0
Thales Leites,Tim Boetsch,John McCarthy,01/31_2015,"Las Vegas, Nevada, USA",Red,False,Middleweight,9,6,0,9,3,0,Orthodox,Orthodox,182.88,187.96,185.0,185.42,198.12,185.0,34.0,33.0
Miesha Tate,Sara McMann,Marc Goddard,01/31_2015,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight,2,1,0,2,2,0,Orthodox,Orthodox,167.64,167.64,135.0,167.64,167.64,135.0,34.0,28.0
Rafael Natal,Tom Watson,Mark Smith,01/31_2015,"Las Vegas, Nevada, USA",Red,False,Middleweight,2,3,0,6,5,0,Orthodox,Orthodox,185.42,185.42,185.0,182.88,195.58,185.0,32.0,32.0
Thiago Santos,Andy Enz,Mark Smith,01/31_2015,"Las Vegas, Nevada, USA",Red,False,Middleweight,0,2,0,1,2,0,Orthodox,Orthodox,190.5,198.12,185.0,187.96,193.04,205.0,23.0,31.0
Kenny Robertson,Sultan Aliev,Bobby Rehman,01/24_2015,"Stockholm, Sweden",Red,False,Welterweight,0,0,0,3,3,0,Orthodox,Orthodox,180.34,187.96,170.0,177.8,187.96,170.0,30.0,30.0
Alexander Gustafsson,Anthony Johnson,Marc Goddard,01/24_2015,"Stockholm, Sweden",Blue,False,LightHeavyweight,9,4,0,8,2,0,Orthodox,Orthodox,187.96,198.12,205.0,195.58,200.66,205.0,30.0,28.0
Andy Ogle,Makwan Amirkhani,Kevin Sataki,01/24_2015,"Stockholm, Sweden",Blue,False,Featherweight,0,0,0,1,4,0,Southpaw,Orthodox,177.8,182.88,145.0,172.72,175.26,145.0,26.0,25.0
Akira Corassani,Sam Sicilia,Neil Hall,01/24_2015,"Stockholm, Sweden",Blue,False,Featherweight,3,4,0,3,2,0,Orthodox,Orthodox,172.72,170.18,145.0,172.72,172.72,145.0,28.0,32.0
Dan Henderson,Gegard Mousasi,Leon Roberts,01/24_2015,"Stockholm, Sweden",Blue,False,Middleweight,2,2,0,7,6,0,Orthodox,Orthodox,187.96,193.04,185.0,180.34,187.96,185.0,29.0,44.0
Phil Davis,Ryan Bader,Marc Goddard,01/24_2015,"Stockholm, Sweden",Blue,False,LightHeavyweight,11,4,0,9,3,0,Orthodox,Orthodox,187.96,187.96,205.0,187.96,200.66,205.0,31.0,30.0
Nicholas Musoke,Albert Tumenov,Leon Roberts,01/24_2015,"Stockholm, Sweden",Blue,False,Welterweight,2,1,0,3,1,0,Orthodox,Orthodox,180.34,185.42,170.0,182.88,190.5,170.0,23.0,28.0
Nikita Krylov,Stanislav Nedkov,Marc Goddard,01/24_2015,"Stockholm, Sweden",Red,False,LightHeavyweight,1,2,0,2,2,0,Orthodox,Orthodox,180.34,180.34,205.0,190.5,195.58,205.0,33.0,22.0
Neil Seery,Chris Beal,Kevin Sataki,01/24_2015,"Stockholm, Sweden",Red,False,Flyweight,2,0,0,1,1,0,Orthodox,Orthodox,170.18,175.26,125.0,162.56,162.56,125.0,29.0,35.0
Zhang Lipeng,Chris Wade,Kevin MacDonald,01/18_2015,"Boston, Massachusetts, USA",Blue,False,Lightweight,1,0,0,2,0,0,Orthodox,Southpaw,177.8,177.8,155.0,180.34,180.34,155.0,27.0,24.0
Norman Parke,Gleison Tibau,Kevin MacDonald,01/18_2015,"Boston, Massachusetts, USA",Blue,False,Lightweight,15,8,0,4,1,0,Southpaw,Southpaw,177.8,180.34,155.0,180.34,177.8,155.0,31.0,28.0
Conor McGregor,Dennis Siver,Herb Dean,01/18_2015,"Boston, Massachusetts, USA",Red,False,Featherweight,11,7,0,4,0,0,Orthodox,Southpaw,167.64,177.8,145.0,175.26,187.96,155.0,36.0,26.0
Donald Cerrone,Benson Henderson,Yves Lavigne,01/18_2015,"Boston, Massachusetts, USA",Red,False,Lightweight,9,2,0,13,3,0,Southpaw,Orthodox,175.26,177.8,170.0,185.42,185.42,155.0,31.0,31.0
John Howard,Lorenz Larkin,Herb Dean,01/18_2015,"Boston, Massachusetts, USA",Blue,False,Welterweight,1,4,0,6,5,0,Orthodox,Orthodox,180.34,182.88,170.0,170.18,182.88,170.0,28.0,31.0
Uriah Hall,Ron Stallings,Herb Dean,01/18_2015,"Boston, Massachusetts, USA",Red,False,Middleweight,0,0,0,2,2,0,Southpaw,Orthodox,187.96,190.5,170.0,182.88,200.66,185.0,31.0,30.0
Cathal Pendred,Sean Spencer,Yves Lavigne,01/18_2015,"Boston, Massachusetts, USA",Red,False,Welterweight,3,2,0,2,0,0,Orthodox,Orthodox,177.8,187.96,170.0,185.42,190.5,170.0,27.0,27.0
Johnny Case,Frankie Perez,Bryan Miner,01/18_2015,"Boston, Massachusetts, USA",Red,False,Lightweight,0,0,0,1,0,0,Orthodox,Orthodox,180.34,185.42,155.0,177.8,182.88,155.0,25.0,25.0
Donald Cerrone,Myles Jury,John McCarthy,01/03_2015,"Las Vegas, Nevada, USA",Red,False,Lightweight,6,0,0,12,3,0,Orthodox,Orthodox,177.8,185.42,145.0,185.42,185.42,155.0,26.0,31.0
Shawn Jordan,Jared Cannonier,John McCarthy,01/03_2015,"Las Vegas, Nevada, USA",Red,False,Heavyweight,0,0,0,4,3,0,Switch,Southpaw,180.34,195.58,185.0,182.88,190.5,260.0,30.0,30.0
Brad Tavares,Nate Marquardt,Yves Lavigne,01/03_2015,"Las Vegas, Nevada, USA",Red,False,Middleweight,11,6,0,7,3,0,Orthodox,Orthodox,182.88,187.96,185.0,185.42,187.96,185.0,35.0,27.0
Hector Lombard,Joshua Burkman,John McCarthy,01/03_2015,"Las Vegas, Nevada, USA",Draw,False,Welterweight,5,5,0,3,2,0,Orthodox,Southpaw,177.8,182.88,170.0,175.26,180.34,185.0,34.0,36.0
Marcus Brimage,Cody Garbrandt,Herb Dean,01/03_2015,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,0,0,0,4,2,0,Orthodox,Southpaw,172.72,165.1,135.0,162.56,180.34,135.0,23.0,29.0
Jon Jones,Daniel Cormier,Herb Dean,01/03_2015,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,4,0,0,14,1,0,Orthodox,Orthodox,180.34,182.88,235.0,193.04,213.36,205.0,35.0,27.0
Kyoji Horiguchi,Louis Gaudinot,Herb Dean,01/03_2015,"Las Vegas, Nevada, USA",Red,False,Flyweight,1,3,0,3,0,0,Orthodox,Orthodox,160.02,160.02,125.0,165.1,167.64,125.0,30.0,24.0
Danny Castillo,Paul Felder,Yves Lavigne,01/03_2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,1,0,0,7,4,0,Orthodox,Orthodox,180.34,177.8,155.0,175.26,180.34,155.0,30.0,35.0
